@relation valley
@attribute  X19 real 
@attribute  X20 real 
@attribute  X21 real 
@attribute  X22 real 
@attribute  X66 real 
@attribute  X67 real 
@attribute  X68 real 
@attribute  X69 real 
@attribute  X70 real 
@attribute  X71 real 
@attribute  X72 real 
@attribute  X73 real 
@attribute  X74 real 
@attribute  X75 real 
@attribute  X76 real 
@attribute  X77 real 
@attribute  X78 real 
@attribute  X79 real 
@attribute  X80 real 
@attribute  X81 real 
@attribute  X82 real 
@attribute  X83 real 
@attribute  X84 real 
@attribute  X85 real 
@attribute  class {0,1}
@data
1059.903502,1006.818467,943.2055856,866.976971,1327.41583,1327.442431,1327.46463,1327.483155,1327.498615,1327.511515,1327.522281,1327.531265,1327.538762,1327.545019,1327.55024,1327.554597,1327.558232,1327.561267,1327.563799,1327.565912,1327.567675,1327.569146,1327.570374,1327.571399,0
8282.596458,8058.337694,7877.385707,7731.377492,7121.34873,7121.339376,7121.331828,7121.325738,7121.320824,7121.316858,7121.313659,7121.311077,7121.308994,7121.307314,7121.305957,7121.304863,7121.30398,7121.303268,7121.302693,7121.302229,7121.301855,7121.301553,7121.301309,7121.301112,1
851.0210865,859.307748,869.1736586,880.9197872,808.0942792,808.0054241,807.9307921,807.8681065,807.8154551,807.7712317,807.7340872,807.7028884,807.6766837,807.6546736,807.6361867,807.620659,807.6076169,807.5966624,807.5874614,807.5797333,807.5732421,807.5677901,807.5632107,807.5593644,1
45334.65893,45334.74134,45334.83798,45334.95132,46186.45237,46333.64552,46506.25997,46708.68615,46946.07276,47224.45771,47550.92171,47933.76835,48382.73531,48909.24203,49526.68018,50250.75425,51099.88103,52095.658,53263.41268,54632.84684,56238.79195,54632.84684,53263.41268,52095.658,1
2.076740432,2.077366215,2.078107742,2.078986421,2.158414826,2.145138216,2.133933943,2.124478539,2.116499023,2.109765025,2.104082132,2.099286279,2.095239007,2.091823471,2.088941065,2.086508571,2.084455764,2.082723378,2.0812614,2.08002762,2.078986421,2.078107742,2.077366215,2.076740432,1
382.1355509,382.1356596,382.1357943,382.135961,392.6305114,395.13076,398.2266251,402.0599961,406.8065639,412.6838727,419.9612911,428.9723571,440.1300654,453.9457952,471.0527481,492.2349688,518.4632795,492.2349688,471.0527481,453.9457952,440.1300654,428.9723571,419.9612911,412.6838727,1
1707.826587,1658.041838,1615.915223,1580.26873,1384.307089,1384.287693,1384.27128,1384.257391,1384.245639,1384.235695,1384.227281,1384.22016,1384.214136,1384.209037,1384.204724,1384.201073,1384.197984,1384.195371,1384.193159,1384.191288,1384.189704,1384.188364,1384.18723,1384.186271,1
714.6270407,722.6664387,732.9499943,746.1041529,685.8289083,685.8284833,685.828151,685.8278912,685.8276881,685.8275294,685.8274053,685.8273082,685.8272324,685.8271731,685.8271267,685.8270905,685.8270621,685.82704,685.8270227,685.8270091,685.8269985,685.8269903,685.8269838,685.8269787,1
4.200331955,4.20033441,4.200337385,4.20034099,4.296305605,4.316614226,4.341219757,4.371031343,4.407150483,4.450911734,4.503932018,4.568170367,4.646000306,4.740297554,4.854546272,4.992967808,5.160676659,5.363869455,5.160676659,4.992967808,4.854546272,4.740297554,4.646000306,4.568170367,1
1.547670836,1.547471255,1.547229905,1.546938042,1.537345689,1.539297674,1.540911834,1.542246636,1.543350427,1.544263189,1.545017981,1.545642143,1.546158283,1.546585096,1.546938042,1.547229905,1.547471255,1.547670836,1.547835876,1.547972353,1.54808521,1.548178535,1.548255709,1.548319526,0
9596.752108,9602.026633,9608.308361,9615.789623,9702.271369,9680.923756,9662.998988,9647.948249,9635.310722,9624.699477,9615.789623,9608.308361,9602.026633,9596.752108,9592.323292,9588.604585,9585.48213,9582.860325,9580.658896,9578.810441,9577.258364,9575.955145,9574.860882,9573.942071,1
75562.47683,75544.22332,75520.92306,75491.18073,75616.54186,75619.13145,75621.16015,75622.74944,75623.9945,75624.96988,75625.734,75626.33261,75626.80157,75627.16895,75627.45676,75627.68223,75627.85886,75627.99724,75628.10564,75628.19057,75628.2571,75628.30922,75628.35005,75628.38204,0
34.65430937,34.30192282,34.02629164,33.81069729,33.03650624,33.03650283,33.03650016,33.03649808,33.03649645,33.03649517,33.03649417,33.03649339,33.03649278,33.0364923,33.03649193,33.03649164,33.03649141,33.03649123,33.03649109,33.03649098,33.0364909,33.03649083,33.03649078,33.03649074,1
120.9140444,120.9140442,120.9140438,120.9140434,120.8226642,120.7974228,120.7652092,120.7240974,120.6716297,120.6046693,120.5192131,120.4101519,120.2709658,120.0933335,119.8666353,119.5773182,119.2080856,118.7368631,118.1354788,117.3679793,116.3884801,115.1384222,113.5430717,111.5070512,0
1777.495851,1777.828771,1778.251436,1778.788039,1776.63529,1776.555785,1776.49316,1776.443833,1776.40498,1776.374377,1776.350271,1776.331284,1776.316329,1776.304549,1776.29527,1776.287961,1776.282205,1776.27767,1776.274099,1776.271286,1776.26907,1776.267324,1776.26595,1776.264867,1
44953.71221,44955.20174,44956.98018,44959.10358,47613.12769,47179.8479,46816.95608,46513.01743,46258.45478,46045.2468,45866.67528,45717.11338,45591.84839,45486.93317,45399.06184,45325.46554,45263.82524,45212.19864,45168.95898,45132.74377,45102.41186,45077.00748,45055.73015,45037.90939,1
22162.10139,22162.33108,22162.60032,22162.91593,24494.19233,24895.97703,25366.94371,25919.00457,25366.94371,24895.97703,24494.19233,24151.42722,23859.0121,23609.55088,23396.73391,23215.17838,23060.29219,22928.15779,22815.43308,22719.26691,22637.22693,22567.23809,22507.53016,22456.59295,1
2.108967903,2.17228091,2.252585627,2.354442228,1.873070381,1.873067463,1.873065163,1.873063349,1.873061919,1.873060792,1.873059903,1.873059202,1.873058649,1.873058214,1.87305787,1.8730576,1.873057386,1.873057218,1.873057085,1.87305698,1.873056898,1.873056833,1.873056782,1.873056741,1
76.11455066,76.11454991,76.11454894,76.11454771,75.81860341,75.73568511,75.62953502,75.49364415,75.31967982,75.09697471,74.81187281,74.44689197,73.97965199,73.38150221,72.61576475,71.63548544,70.38055464,68.77402136,66.71737478,64.08450359,60.71396304,64.08450359,66.71737478,68.77402136,0
178.3766517,177.9910804,177.5232545,176.9556265,179.8669029,179.9226611,179.9686157,180.0064904,180.0377059,180.0634329,180.0846366,180.1021121,180.1165151,180.1283857,180.1381691,180.1462324,180.152878,180.1583551,180.1628692,180.1665897,180.169656,180.1721831,180.174266,180.1759826,0
19.25758903,19.29253956,19.33438518,19.38448615,19.10487414,19.10084604,19.09748166,19.09467166,19.09232466,19.09036439,19.08872713,19.08735964,19.08621748,19.08526352,19.08446675,19.08380126,19.08324543,19.08278118,19.08239344,19.08206958,19.08179908,19.08157316,19.08138446,19.08122686,1
532.9135895,532.4151379,531.8280451,531.1365478,535.0740312,535.1710341,535.2533913,535.3233139,535.3826793,535.4330816,535.475874,535.5122054,535.5430514,535.5692401,535.5914748,535.6103524,535.6263798,535.6399874,535.6515404,535.6613491,535.6696769,535.6767473,535.6827502,535.6878468,0
359.7524252,359.7526118,359.7528425,359.7531277,376.6869037,380.6904643,385.6404815,391.7607014,399.327764,408.6837085,420.2514332,408.6837085,399.327764,391.7607014,385.6404815,380.6904643,376.6869037,373.4488347,370.8298933,368.7117005,366.998512,365.6128897,364.4922021,363.585793,1
429.8922176,429.8551638,429.8073234,429.7455564,429.2582755,429.4299099,429.5628458,429.6658086,429.7455564,429.8073234,429.8551638,429.8922176,429.9209169,429.9431454,429.960362,429.9736968,429.9840249,429.9920244,429.9982203,430.0030191,430.006736,430.0096148,430.0118445,430.0135715,0
93486.22756,94409.67181,95602.44406,97143.0954,90323.17557,90322.46222,90321.90995,90321.48238,90321.15136,90320.89508,90320.69667,90320.54306,90320.42414,90320.33206,90320.26078,90320.2056,90320.16287,90320.12979,90320.10418,90320.08436,90320.06901,90320.05712,90320.04792,90320.0408,1
299.5054053,299.5069194,299.5088805,299.5114205,315.080534,311.5294058,308.7876681,306.6708406,305.0364907,303.7746498,302.8004138,302.0482304,301.4674884,301.0191119,300.6729315,300.4056543,300.1992961,300.0399722,299.9169621,299.8219891,299.7486628,299.6920494,299.6483396,299.6145923,1
1188.684555,1329.640196,1443.763012,1536.160997,1929.103072,1929.109969,1929.115554,1929.120076,1929.123737,1929.126701,1929.1291,1929.131043,1929.132616,1929.13389,1929.134921,1929.135756,1929.136432,1929.136979,1929.137422,1929.137781,1929.138071,1929.138306,1929.138497,1929.138651,0
30.24248639,31.77133721,33.05394843,34.12997984,39.73233493,39.73273274,39.73306647,39.73334646,39.73358134,39.7337784,39.73394372,39.73408241,39.73419876,39.73429638,39.73437827,39.73444697,39.73450461,39.73455296,39.73459353,39.73462756,39.73465611,39.73468006,39.73470016,39.73471702,0
4.266191994,4.256690592,4.245391512,4.231954634,4.3111316,4.311971472,4.312677721,4.313271606,4.313771004,4.314190949,4.31454408,4.314841029,4.315090733,4.315300709,4.315477278,4.315625756,4.31575061,4.315855601,4.315943887,4.316018127,4.316080556,4.316133052,4.316177196,4.316214317,0
28576.91356,28576.91848,28576.9244,28576.93151,28714.89105,28742.7439,28776.21827,28816.44875,28864.79894,28922.90761,28992.74432,29076.67614,29177.54788,29298.7785,29444.47702,29619.58181,29830.0279,30082.9482,30386.91528,30752.23186,31191.28008,31718.94118,32353.09982,33115.25035,1
346.0348962,357.6793279,372.359033,357.6793279,301.3646553,301.3642191,301.363873,301.3635985,301.3633807,301.363208,301.363071,301.3629623,301.3628761,301.3628077,301.3627535,301.3627104,301.3626763,301.3626492,301.3626277,301.3626107,301.3625972,301.3625865,301.362578,301.3625712,1
28186.56762,28184.9989,28183.03895,28180.59021,27517.79348,27652.54427,27760.39721,27846.72143,27915.81432,27971.11545,28015.37783,28050.80491,28079.16033,28101.85568,28120.02076,28134.55988,28146.19682,28155.51089,28162.96576,28168.93256,28173.7083,28177.53076,28180.59021,28183.03895,0
30.76425641,30.73793749,30.70686168,30.6701692,30.57569013,30.62684489,30.6701692,30.70686168,30.73793749,30.76425641,30.78654659,30.80542472,30.8214131,30.83495407,30.84642228,30.856135,30.86436095,30.87132773,30.87722807,30.88222523,30.88645745,30.89004183,30.89307753,30.89564855,0
224.7863706,224.7863617,224.7863502,224.7863353,218.7072392,216.9012657,214.5587806,211.5203993,207.5793874,202.4675952,195.8372116,187.2370996,176.0820999,161.6132164,176.0820999,187.2370996,195.8372116,202.4675952,207.5793874,211.5203993,214.5587806,216.9012657,218.7072392,220.0995811,0
0.914429941,0.914433528,0.914437847,0.914443047,1.022512527,1.044559304,1.07110247,1.103059053,1.141533105,1.187853851,1.243621604,1.187853851,1.141533105,1.103059053,1.07110247,1.044559304,1.022512527,1.004200453,0.988990429,0.976356969,0.965863606,0.95714781,0.949908461,0.943895452,1
35256.22267,35256.2877,35256.36925,35256.47151,38003.10783,37446.61158,37002.84638,36648.97596,36366.79008,36141.76741,35962.32822,35819.23854,35705.13495,35614.14565,35541.58831,35483.72912,35437.59063,35400.79855,35371.45955,35348.06383,35329.40745,35314.53034,35302.66693,35293.20673,1
142.9482297,142.9482215,142.9482114,142.9481991,142.4968858,142.3969134,142.2747991,142.1256388,141.9434423,141.7208928,141.4490528,141.1170055,140.7114159,140.215996,139.6108501,138.8716758,137.9687885,136.8659288,135.5188068,133.8733229,131.8633956,129.4083077,126.4094646,122.7464348,0
11.78752142,11.78752002,11.78751829,11.78751615,11.64900486,11.61589377,11.57486813,11.52403609,11.46105365,11.38301648,11.28632605,11.16652364,11.0180848,10.83416454,10.60628171,10.32392793,9.97408296,9.540614356,9.003533509,8.338073927,7.51354917,8.338073927,9.003533509,9.540614356,0
6.71487261,6.714871815,6.714870821,6.714869575,6.593509448,6.562942498,6.52467705,6.476774182,6.416806645,6.341735867,6.247757992,6.130111136,5.982834103,5.798464326,5.567659741,5.278725417,4.917020978,4.464218763,4.917020978,5.278725417,5.567659741,5.798464326,5.982834103,6.130111136,0
62.34730703,62.33530764,62.32120032,62.30461477,60.37174559,60.67714194,60.93690573,61.15785542,61.34579063,61.50564442,61.64161273,61.75726455,61.85563559,61.93930795,62.01047792,62.07101362,62.12250403,62.1663007,62.20355324,62.23523948,62.26219113,62.28511565,62.30461477,62.32120032,0
12.04045916,11.23374795,10.20253553,11.23374795,14.93917863,14.93919504,14.93920787,14.93921791,14.93922577,14.93923191,14.93923672,14.93924048,14.93924342,14.93924572,14.93924752,14.93924893,14.93925003,14.93925089,14.93925157,14.93925209,14.93925251,14.93925283,14.93925308,14.93925328,0
737.0541864,695.1193161,662.6213634,637.436668,550.7091913,550.708929,550.7087257,550.7085682,550.7084462,550.7083516,550.7082783,550.7082214,550.7081774,550.7081433,550.7081168,550.7080964,550.7080805,550.7080682,550.7080586,550.7080512,550.7080455,550.7080411,550.7080376,550.708035,1
3102.02683,3096.961538,3090.593171,3082.586505,3119.207975,3119.721272,3120.12954,3120.454269,3120.712553,3120.917988,3121.081388,3121.211353,3121.314725,3121.396945,3121.462342,3121.514358,3121.55573,3121.588637,3121.61481,3121.635628,3121.652186,3121.665356,3121.675832,3121.684164,0
115438.6228,115437.2551,115435.6415,115433.7378,97428.28111,94189.25424,90367.9583,85859.7207,80541.05225,74266.26447,66863.47899,58129.91941,66863.47899,74266.26447,80541.05225,85859.7207,90367.9583,94189.25424,97428.28111,100173.762,102500.9009,104473.4426,106145.4187,107562.6278,0
4.315054216,4.315054179,4.315054132,4.315054073,4.303766981,4.300688736,4.296771005,4.291784847,4.285438885,4.277362278,4.267083052,4.254000518,4.23735017,4.216159008,4.189188681,4.154863118,4.11117643,4.055575689,3.984811745,3.894749352,3.780125517,3.634241946,3.448573612,3.212270581,0
19.5403888,19.54041773,19.54045368,19.54049835,22.78199413,23.56860857,24.54609741,25.76077694,27.27020218,29.14589411,27.27020218,25.76077694,24.54609741,23.56860857,22.78199413,22.14898203,21.63957831,21.22964594,20.89976113,20.63429299,20.42066285,20.24874831,20.11040355,19.9990734,1
130.0582065,130.7031342,131.4827926,132.425328,127.0937786,127.072574,127.0550336,127.0405244,127.0285225,127.0185946,127.0103823,127.0035891,126.9979699,126.9933217,126.9894767,126.9862962,126.9836653,126.981489,126.9796888,126.9781997,126.9769679,126.975949,126.9751062,126.974409,1
22.20537609,22.20546838,22.20557669,22.20570381,23.19035852,23.36148545,23.56232726,23.79804372,24.07469053,24.39937494,24.78043831,25.22767041,24.78043831,24.39937494,24.07469053,23.79804372,23.56232726,23.36148545,23.19035852,23.0445501,22.92031428,22.81445935,22.72426584,22.64741661,1
20.2091931,20.20115587,20.19141058,20.17959424,20.14789433,20.16526672,20.17959424,20.19141058,20.20115587,20.2091931,20.21582165,20.22128841,20.22579701,20.22951538,20.23258204,20.2351112,20.23719708,20.23891736,20.24033613,20.24150624,20.24247125,20.24326713,20.24392352,20.24446486,0
881.3287541,881.3193111,881.3082451,881.2952772,786.4722413,770.1593205,751.042614,728.6402206,702.3874124,671.6223987,635.5696436,671.6223987,702.3874124,728.6402206,751.042614,770.1593205,786.4722413,800.3925985,812.2713017,822.4077938,831.0575993,838.4387656,844.7373601,850.11216,0
12165.42291,12165.44968,12165.48166,12165.51985,12748.01141,12861.31114,12996.6398,13158.28047,13351.34901,13581.95596,13857.39993,14186.39861,14579.36466,15048.73528,15609.36587,16279.00012,17078.83169,18034.17489,17078.83169,16279.00012,15609.36587,15048.73528,14579.36466,14186.39861,1
592.6070379,579.2261039,567.8102795,558.0709707,501.5450209,501.5373568,501.5308181,501.5252397,501.5204806,501.5164204,501.5129564,501.5100012,501.50748,501.505329,501.5034939,501.5019283,501.5005927,501.4994532,501.498481,501.4976516,501.496944,501.4963404,501.4958253,501.495386,1
255.1730101,255.2154718,255.2680383,255.3331143,256.862239,256.50322,256.213215,255.9789576,255.7897314,255.63688,255.5134112,255.4136768,255.3331143,255.2680383,255.2154718,255.1730101,255.1387109,255.1110049,255.0886249,255.070547,255.0559441,255.0441484,255.0346202,255.0269236,1
1365.607455,1365.6075,1365.607558,1365.607633,1396.607548,1405.824501,1417.781826,1433.294288,1453.418895,1479.526924,1513.39736,1557.338109,1614.343266,1688.297122,1614.343266,1557.338109,1513.39736,1479.526924,1453.418895,1433.294288,1417.781826,1405.824501,1396.607548,1389.502931,1
16.079937,16.10397727,16.13424631,16.17235797,15.9945114,15.99299704,15.99179431,15.99083908,15.99008042,15.98947787,15.98899932,15.98861924,15.98831738,15.98807763,15.98788722,15.98773599,15.98761588,15.98752049,15.98744472,15.98738455,15.98733676,15.98729881,15.98726866,15.98724472,1
23.57483361,23.57483847,23.57484475,23.57485286,26.3805863,27.19935264,28.25704751,27.19935264,26.3805863,25.7467756,25.25613989,24.87633658,24.58232914,24.35473666,24.1785563,24.04217429,23.93660036,23.85487511,23.79161123,23.74263838,23.70472827,23.67538189,23.65266472,23.63507926,1
